area,crop,last,tile,dates,SustInd,country,version,flatness,src_proj,perimeter,center_lat,center_lng,confidence,exterior_area,number_of_vertices,number_of_vertices_simplified,herbaceous_vegetation,shrubs,open_forest,id,id_long,center
2634.637068,100,0.07965,37MCT,"20230602,20230826,20230925",-8.626053,KE,202405,0.06017658106,32737,0,-2.379412,37.827492,95.44650412,2634.637068,27,13,0,0,0,132471_37MCT_ke-120712106,132471_37MCT_ke-1207121065083474_202405,"-2.379412,37.827492"
3939.032789,100,0.075221,37MCT,"20230602,20230826,20230925",-8.625477,KE,202405,0.06442843142,32737,0,-2.3811,37.832609,97.50549126,3939.032789,31,13,0,0,0,172790_37MCT_ke-120712106,172790_37MCT_ke-1207121065083474_202405,"-2.3811,37.832609"
5390.79803,100,0.083154,37MCT,"20230602,20230826,20230925",-7.266766,KE,202405,0.06043052736,32737,0,-2.370091,37.839626,94.73342943,5456.166385,43,21,0,0,0,175674_37MCT_ke-120712106,175674_37MCT_ke-1207121065083474_202405,"-2.370091,37.839626"
22544.79534,100,0.087532,37MCT,"20230602,20230826,20230925",-6.741242,KE,202405,0.01658303752,32737,0,-2.374231,37.825114,93.23642302,22544.79534,133,52,0,0,0,126709_37MCT_ke-120712106,126709_37MCT_ke-1207121065083474_202405,"-2.374231,37.825114"
2662.455519,100,0.105507,37MCT,"20230602,20230826,20230925",6.892771,KE,202405,0.05041153222,32737,0,-2.357036,37.831405,96.85060573,2662.455519,31,15,0,0,0,155412_37MCT_ke-120712106,155412_37MCT_ke-1207121065083474_202405,"-2.357036,37.831405"
8844.955601,100,0.083025,37MCT,"20230602,20230826,20230925",-4.252028,KE,202405,0.05046980079,32737,0,-2.365707,37.807817,97.49517155,8844.955601,64,19,0,0,0,169810_37MCT_ke-120712106,169810_37MCT_ke-1207121065083474_202405,"-2.365707,37.807817"
2641.840659,100,0.081171,37MCT,"20230602,20230826,20230925",-0.013468,KE,202405,0.05188502264,32737,0,-2.360311,37.834682,95.74826097,2641.840659,39,16,0,0,0,175659_37MCT_ke-120712106,175659_37MCT_ke-1207121065083474_202405,"-2.360311,37.834682"
9405.690916,100,0.089398,37MCT,"20230602,20230826,20230925",-4.615685,KE,202405,0.05109365422,32737,0,-2.36968,37.840243,97.48020244,9502.800041,53,28,0,0,0,8639_37MCT_ke-12071210650,8639_37MCT_ke-1207121065083474_202405,"-2.36968,37.840243"
12461.54675,100,0.07793,37MCT,"20230602,20230826,20230925",-6.383099,KE,202405,0.05846234399,32737,0,-2.363641,37.809149,96.54859018,12461.54675,46,16,0,0,0,8207_37MCT_ke-12071210650,8207_37MCT_ke-1207121065083474_202405,"-2.363641,37.809149"
2741.797221,100,0.076723,37MCT,"20230602,20230826,20230925",-5.992448,KE,202405,0.03169117176,32737,0,-2.359783,37.824013,96.70923066,2741.797221,38,18,0,0,0,119529_37MCT_ke-120712106,119529_37MCT_ke-1207121065083474_202405,"-2.359783,37.824013"
